,id,season,stage,date,match_api_id,home_team_goal,away_team_goal,home_team,away_team,league
916,917,2011/2012,28,2012-03-04,1032909,1,0,Club Brugge KV,Standard de Liège,Belgium Jupiler League
917,918,2011/2012,28,2012-03-04,1032910,4,0,RSC Anderlecht,KSV Cercle Brugge,Belgium Jupiler League
918,919,2011/2012,28,2012-03-03,1032911,1,0,Sint-Truidense VV,SV Zulte-Waregem,Belgium Jupiler League
919,920,2011/2012,28,2012-03-03,1032912,0,0,Oud-Heverlee Leuven,Lierse SK,Belgium Jupiler League
920,921,2011/2012,28,2012-03-03,1032913,4,0,Sporting Lokeren,KVC Westerlo,Belgium Jupiler League
921,922,2011/2012,28,2012-03-03,1032914,3,2,KV Kortrijk,KRC Genk,Belgium Jupiler League
922,923,2011/2012,28,2012-03-03,1032915,0,2,KV Mechelen,KAA Gent,Belgium Jupiler League
923,924,2011/2012,28,2012-03-03,1032916,4,2,RAEC Mons,Beerschot AC,Belgium Jupiler League
924,925,2011/2012,29,2012-03-18,1032917,4,0,Standard de Liège,Oud-Heverlee Leuven,Belgium Jupiler League
925,926,2011/2012,29,2012-03-18,1032918,3,1,KAA Gent,KV Kortrijk,Belgium Jupiler League
926,927,2011/2012,29,2012-03-18,1032919,2,2,Beerschot AC,Sporting Lokeren,Belgium Jupiler League
927,928,2011/2012,29,2012-03-18,1032920,2,2,Sint-Truidense VV,RSC Anderlecht,Belgium Jupiler League
928,929,2011/2012,29,2012-03-18,1032921,2,0,SV Zulte-Waregem,KV Mechelen,Belgium Jupiler League
929,930,2011/2012,29,2012-03-18,1032922,1,1,Lierse SK,RAEC Mons,Belgium Jupiler League
930,931,2011/2012,29,2012-03-18,1032923,3,2,KVC Westerlo,KRC Genk,Belgium Jupiler League
931,932,2011/2012,29,2012-03-18,1032924,1,2,KSV Cercle Brugge,Club Brugge KV,Belgium Jupiler League
932,933,2011/2012,3,2011-08-13,1032708,1,0,Club Brugge KV,Oud-Heverlee Leuven,Belgium Jupiler League
933,934,2011/2012,3,2011-08-13,1032709,2,2,KRC Genk,SV Zulte-Waregem,Belgium Jupiler League
934,935,2011/2012,3,2011-08-13,1032710,3,1,KAA Gent,Standard de Liège,Belgium Jupiler League
935,936,2011/2012,3,2011-08-13,1032711,3,1,Beerschot AC,KVC Westerlo,Belgium Jupiler League
936,937,2011/2012,3,2011-08-14,1032712,0,1,Sporting Lokeren,RSC Anderlecht,Belgium Jupiler League
937,938,2011/2012,3,2011-08-13,1032713,2,0,KV Kortrijk,KSV Cercle Brugge,Belgium Jupiler League
938,939,2011/2012,3,2011-08-14,1032714,2,1,KV Mechelen,Lierse SK,Belgium Jupiler League
939,940,2011/2012,3,2011-08-13,1032715,4,2,RAEC Mons,Sint-Truidense VV,Belgium Jupiler League
940,941,2011/2012,30,2012-03-21,1032925,1,0,Club Brugge KV,Lierse SK,Belgium Jupiler League
941,942,2011/2012,30,2012-03-21,1032926,2,1,RSC Anderlecht,SV Zulte-Waregem,Belgium Jupiler League
942,943,2011/2012,30,2012-03-21,1032927,3,1,KRC Genk,KAA Gent,Belgium Jupiler League
943,944,2011/2012,30,2012-03-21,1032928,3,1,Oud-Heverlee Leuven,Sint-Truidense VV,Belgium Jupiler League
944,945,2011/2012,30,2012-03-21,1032929,1,0,Sporting Lokeren,KSV Cercle Brugge,Belgium Jupiler League
945,946,2011/2012,30,2012-03-21,1032930,2,0,KV Kortrijk,Beerschot AC,Belgium Jupiler League
946,947,2011/2012,30,2012-03-21,1032931,1,2,KV Mechelen,Standard de Liège,Belgium Jupiler League
947,948,2011/2012,30,2012-03-21,1032932,2,1,RAEC Mons,KVC Westerlo,Belgium Jupiler League
948,949,2011/2012,4,2011-08-21,1032716,3,1,Standard de Liège,KV Kortrijk,Belgium Jupiler League
949,950,2011/2012,4,2011-08-20,1032717,0,2,Sint-Truidense VV,Sporting Lokeren,Belgium Jupiler League
950,951,2011/2012,4,2011-08-21,1032718,1,1,SV Zulte-Waregem,Club Brugge KV,Belgium Jupiler League
951,952,2011/2012,4,2011-08-20,1032719,1,2,Oud-Heverlee Leuven,KV Mechelen,Belgium Jupiler League
952,953,2011/2012,4,2011-08-19,1032720,1,1,Lierse SK,Beerschot AC,Belgium Jupiler League
953,954,2011/2012,4,2011-08-20,1032721,2,3,KVC Westerlo,KAA Gent,Belgium Jupiler League
954,955,2011/2012,4,2011-08-20,1032722,3,2,KSV Cercle Brugge,KRC Genk,Belgium Jupiler League
955,956,2011/2012,4,2011-08-21,1032723,2,2,RSC Anderlecht,RAEC Mons,Belgium Jupiler League
956,957,2011/2012,5,2011-08-28,1032724,1,1,Club Brugge KV,RSC Anderlecht,Belgium Jupiler League
957,958,2011/2012,5,2011-08-27,1032725,0,0,KRC Genk,KV Mechelen,Belgium Jupiler League
958,959,2011/2012,5,2011-08-27,1032726,1,0,KAA Gent,Lierse SK,Belgium Jupiler League
959,960,2011/2012,5,2011-08-28,1032727,1,1,Beerschot AC,Standard de Liège,Belgium Jupiler League
960,961,2011/2012,5,2011-08-27,1032728,0,1,Sporting Lokeren,Oud-Heverlee Leuven,Belgium Jupiler League
961,962,2011/2012,5,2011-08-27,1032729,4,0,KV Kortrijk,Sint-Truidense VV,Belgium Jupiler League
962,963,2011/2012,5,2011-08-27,1032730,3,1,RAEC Mons,SV Zulte-Waregem,Belgium Jupiler League
963,964,2011/2012,5,2011-08-27,1032731,1,3,KVC Westerlo,KSV Cercle Brugge,Belgium Jupiler League
964,965,2011/2012,6,2011-09-11,1032732,2,0,RSC Anderlecht,KV Kortrijk,Belgium Jupiler League
965,966,2011/2012,6,2011-09-10,1032733,1,0,Standard de Liège,KVC Westerlo,Belgium Jupiler League
966,967,2011/2012,6,2011-09-09,1032734,3,4,Sint-Truidense VV,KRC Genk,Belgium Jupiler League
967,968,2011/2012,6,2011-09-11,1032735,1,3,SV Zulte-Waregem,KAA Gent,Belgium Jupiler League
968,969,2011/2012,6,2011-09-10,1032736,3,1,Oud-Heverlee Leuven,RAEC Mons,Belgium Jupiler League
969,970,2011/2012,6,2011-09-11,1032737,1,2,KV Mechelen,Club Brugge KV,Belgium Jupiler League
970,971,2011/2012,6,2011-09-10,1032738,2,1,KSV Cercle Brugge,Beerschot AC,Belgium Jupiler League
971,972,2011/2012,6,2011-09-10,1032739,1,1,Lierse SK,Sporting Lokeren,Belgium Jupiler League
972,973,2011/2012,7,2011-09-18,1032740,3,0,KRC Genk,Standard de Liège,Belgium Jupiler League
973,974,2011/2012,7,2011-09-18,1032741,0,1,KAA Gent,RSC Anderlecht,Belgium Jupiler League
974,975,2011/2012,7,2011-09-17,1032742,2,0,Beerschot AC,SV Zulte-Waregem,Belgium Jupiler League
975,976,2011/2012,7,2011-09-18,1032743,1,2,Sporting Lokeren,Club Brugge KV,Belgium Jupiler League
976,977,2011/2012,7,2011-09-17,1032744,2,0,KV Kortrijk,Oud-Heverlee Leuven,Belgium Jupiler League
977,978,2011/2012,7,2011-09-17,1032745,5,1,RAEC Mons,KV Mechelen,Belgium Jupiler League
978,979,2011/2012,7,2011-09-17,1032746,2,0,KVC Westerlo,Sint-Truidense VV,Belgium Jupiler League
979,980,2011/2012,7,2011-09-17,1032747,0,0,KSV Cercle Brugge,Lierse SK,Belgium Jupiler League
980,981,2011/2012,8,2011-09-24,1032748,2,1,Club Brugge KV,RAEC Mons,Belgium Jupiler League
981,982,2011/2012,8,2011-09-25,1032749,3,2,RSC Anderlecht,Beerschot AC,Belgium Jupiler League
982,983,2011/2012,8,2011-09-25,1032750,0,0,Standard de Liège,KSV Cercle Brugge,Belgium Jupiler League
983,984,2011/2012,8,2011-09-24,1032751,3,4,Sint-Truidense VV,KAA Gent,Belgium Jupiler League
984,985,2011/2012,8,2011-09-24,1032752,1,0,SV Zulte-Waregem,KV Kortrijk,Belgium Jupiler League
985,986,2011/2012,8,2011-09-24,1032753,1,1,Oud-Heverlee Leuven,KRC Genk,Belgium Jupiler League
986,987,2011/2012,8,2011-09-24,1032754,0,2,KV Mechelen,Sporting Lokeren,Belgium Jupiler League
987,988,2011/2012,8,2011-09-24,1032755,0,0,Lierse SK,KVC Westerlo,Belgium Jupiler League
988,989,2011/2012,9,2011-10-02,1032756,2,0,Standard de Liège,Lierse SK,Belgium Jupiler League
989,990,2011/2012,9,2011-10-02,1032757,0,1,KRC Genk,RSC Anderlecht,Belgium Jupiler League
990,991,2011/2012,9,2011-10-01,1032758,6,1,KAA Gent,Oud-Heverlee Leuven,Belgium Jupiler League
991,992,2011/2012,9,2011-10-02,1032759,1,1,Beerschot AC,Club Brugge KV,Belgium Jupiler League
992,993,2011/2012,9,2011-10-01,1032760,1,0,KV Kortrijk,KV Mechelen,Belgium Jupiler League
993,994,2011/2012,9,2011-10-01,1032761,3,3,RAEC Mons,Sporting Lokeren,Belgium Jupiler League
994,995,2011/2012,9,2011-10-01,1032762,1,1,KVC Westerlo,SV Zulte-Waregem,Belgium Jupiler League
995,996,2011/2012,9,2011-10-01,1032763,2,2,KSV Cercle Brugge,Sint-Truidense VV,Belgium Jupiler League
996,997,2012/2013,1,2012-07-28,1223976,1,1,KV Kortrijk,RSC Anderlecht,Belgium Jupiler League
997,998,2012/2013,1,2012-07-28,1223977,2,4,Beerschot AC,Sporting Lokeren,Belgium Jupiler League
998,999,2012/2013,1,2012-07-28,1223980,5,2,RAEC Mons,Oud-Heverlee Leuven,Belgium Jupiler League
999,1000,2012/2013,1,2012-07-29,1223981,0,1,Standard de Liège,SV Zulte-Waregem,Belgium Jupiler League
1000,1001,2012/2013,1,2012-07-28,1223982,4,2,KV Mechelen,Sporting Charleroi,Belgium Jupiler League
1001,1002,2012/2013,1,2012-07-28,1223983,3,1,Club Brugge KV,Waasland-Beveren,Belgium Jupiler League
1002,1003,2012/2013,1,2012-07-29,1223984,2,0,KAA Gent,Lierse SK,Belgium Jupiler League
1003,1004,2012/2013,1,2012-07-29,1223985,3,3,KRC Genk,KSV Cercle Brugge,Belgium Jupiler League
1004,1005,2012/2013,10,2012-10-07,1224055,1,1,Club Brugge KV,KRC Genk,Belgium Jupiler League
1005,1006,2012/2013,10,2012-10-07,1224056,2,1,Standard de Liège,RSC Anderlecht,Belgium Jupiler League
1006,1007,2012/2013,10,2012-10-05,1224057,2,2,Beerschot AC,KAA Gent,Belgium Jupiler League
1007,1008,2012/2013,10,2012-10-06,1224058,0,4,Sporting Charleroi,Oud-Heverlee Leuven,Belgium Jupiler League
1008,1009,2012/2013,10,2012-10-06,1224059,3,1,SV Zulte-Waregem,KSV Cercle Brugge,Belgium Jupiler League
1009,1010,2012/2013,10,2012-10-06,1224060,2,2,Sporting Lokeren,Lierse SK,Belgium Jupiler League
1010,1011,2012/2013,10,2012-10-06,1224061,0,2,KV Mechelen,KV Kortrijk,Belgium Jupiler League
1011,1012,2012/2013,10,2012-10-06,1224062,2,2,Waasland-Beveren,RAEC Mons,Belgium Jupiler League
1012,1013,2012/2013,11,2012-10-19,1224063,2,0,RSC Anderlecht,Waasland-Beveren,Belgium Jupiler League
1013,1014,2012/2013,11,2012-10-20,1224064,3,0,KRC Genk,Beerschot AC,Belgium Jupiler League
1014,1015,2012/2013,11,2012-10-20,1224065,0,1,KAA Gent,KV Kortrijk,Belgium Jupiler League
1015,1016,2012/2013,11,2012-10-20,1224066,0,3,SV Zulte-Waregem,Sporting Lokeren,Belgium Jupiler League
1016,1017,2012/2013,11,2012-10-20,1224067,4,1,Oud-Heverlee Leuven,Club Brugge KV,Belgium Jupiler League
1017,1018,2012/2013,11,2012-10-20,1224068,0,1,Lierse SK,Sporting Charleroi,Belgium Jupiler League
1018,1019,2012/2013,11,2012-10-21,1224069,3,1,RAEC Mons,Standard de Liège,Belgium Jupiler League
1019,1020,2012/2013,11,2012-10-20,1224070,1,2,KSV Cercle Brugge,KV Mechelen,Belgium Jupiler League
1020,1021,2012/2013,12,2012-10-28,1224071,2,3,Club Brugge KV,Sporting Lokeren,Belgium Jupiler League
1021,1022,2012/2013,12,2012-10-26,1224072,2,1,Standard de Liège,KSV Cercle Brugge,Belgium Jupiler League
1022,1023,2012/2013,12,2012-10-27,1224073,2,0,KAA Gent,RAEC Mons,Belgium Jupiler League
1023,1024,2012/2013,12,2012-10-27,1224074,1,3,Beerschot AC,Oud-Heverlee Leuven,Belgium Jupiler League
1024,1025,2012/2013,12,2012-10-27,1224075,2,0,Sporting Charleroi,RSC Anderlecht,Belgium Jupiler League
1025,1026,2012/2013,12,2012-10-28,1224076,1,1,KV Kortrijk,KRC Genk,Belgium Jupiler League
1026,1027,2012/2013,12,2012-10-27,1224077,3,0,KV Mechelen,Lierse SK,Belgium Jupiler League
1027,1028,2012/2013,12,2012-10-27,1224078,0,2,Waasland-Beveren,SV Zulte-Waregem,Belgium Jupiler League
1028,1029,2012/2013,13,2012-10-30,1224079,5,0,RSC Anderlecht,KAA Gent,Belgium Jupiler League
1029,1030,2012/2013,13,2012-10-31,1224080,0,2,KRC Genk,Standard de Liège,Belgium Jupiler League
1030,1031,2012/2013,13,2012-10-31,1224081,4,1,SV Zulte-Waregem,Sporting Charleroi,Belgium Jupiler League
1031,1032,2012/2013,13,2012-10-31,1224082,3,1,Oud-Heverlee Leuven,KV Mechelen,Belgium Jupiler League
1032,1033,2012/2013,13,2012-10-31,1224083,2,0,Sporting Lokeren,Waasland-Beveren,Belgium Jupiler League
1033,1034,2012/2013,13,2012-10-31,1224084,3,2,Lierse SK,Club Brugge KV,Belgium Jupiler League
1034,1035,2012/2013,13,2012-10-31,1224085,1,0,RAEC Mons,KV Kortrijk,Belgium Jupiler League
1035,1036,2012/2013,13,2012-10-31,1224086,3,1,KSV Cercle Brugge,Beerschot AC,Belgium Jupiler League
1036,1037,2012/2013,14,2012-11-04,1224087,0,1,Club Brugge KV,SV Zulte-Waregem,Belgium Jupiler League
1037,1038,2012/2013,14,2012-11-04,1224088,2,0,Standard de Liège,Oud-Heverlee Leuven,Belgium Jupiler League
1038,1039,2012/2013,14,2012-11-03,1224089,1,2,KAA Gent,KRC Genk,Belgium Jupiler League
1039,1040,2012/2013,14,2012-11-03,1224090,1,2,Beerschot AC,Waasland-Beveren,Belgium Jupiler League
1040,1041,2012/2013,14,2012-11-03,1224091,0,2,Sporting Charleroi,Sporting Lokeren,Belgium Jupiler League
1041,1042,2012/2013,14,2012-11-03,1224092,4,1,KV Kortrijk,Lierse SK,Belgium Jupiler League
1042,1043,2012/2013,14,2012-11-03,1224093,1,4,KV Mechelen,RSC Anderlecht,Belgium Jupiler League
1043,1044,2012/2013,14,2012-11-03,1224094,3,2,RAEC Mons,KSV Cercle Brugge,Belgium Jupiler League
1044,1045,2012/2013,15,2012-11-11,1224095,6,1,RSC Anderlecht,Club Brugge KV,Belgium Jupiler League
1045,1046,2012/2013,15,2012-11-11,1224096,5,1,KRC Genk,RAEC Mons,Belgium Jupiler League
1046,1047,2012/2013,15,2012-11-10,1224097,1,1,SV Zulte-Waregem,KV Mechelen,Belgium Jupiler League
1047,1048,2012/2013,15,2012-11-10,1224098,0,0,Oud-Heverlee Leuven,KV Kortrijk,Belgium Jupiler League
1048,1049,2012/2013,15,2012-11-09,1224099,2,1,Sporting Lokeren,Standard de Liège,Belgium Jupiler League
1049,1050,2012/2013,15,2012-11-10,1224100,1,3,Lierse SK,Beerschot AC,Belgium Jupiler League
1050,1051,2012/2013,15,2012-11-10,1224101,0,0,Waasland-Beveren,Sporting Charleroi,Belgium Jupiler League
1051,1052,2012/2013,15,2012-11-10,1224102,2,2,KSV Cercle Brugge,KAA Gent,Belgium Jupiler League
1052,1053,2012/2013,16,2012-11-18,1224103,1,0,RSC Anderlecht,KV Kortrijk,Belgium Jupiler League
1053,1054,2012/2013,16,2012-11-17,1224104,1,1,Sporting Charleroi,KV Mechelen,Belgium Jupiler League
1054,1055,2012/2013,16,2012-11-18,1224105,0,0,SV Zulte-Waregem,Standard de Liège,Belgium Jupiler League
1055,1056,2012/2013,16,2012-11-17,1224106,1,3,Oud-Heverlee Leuven,RAEC Mons,Belgium Jupiler League
1056,1057,2012/2013,16,2012-11-18,1224107,1,0,Sporting Lokeren,Beerschot AC,Belgium Jupiler League
1057,1058,2012/2013,16,2012-11-17,1224108,2,0,Lierse SK,KAA Gent,Belgium Jupiler League
1058,1059,2012/2013,16,2012-11-17,1224109,2,6,Waasland-Beveren,Club Brugge KV,Belgium Jupiler League
1059,1060,2012/2013,16,2012-11-17,1224110,3,1,KSV Cercle Brugge,KRC Genk,Belgium Jupiler League
1060,1061,2012/2013,17,2012-11-25,1224111,1,0,Club Brugge KV,Sporting Charleroi,Belgium Jupiler League
1061,1062,2012/2013,17,2012-11-23,1224112,3,0,Standard de Liège,Lierse SK,Belgium Jupiler League
1062,1063,2012/2013,17,2012-11-25,1224113,1,1,KRC Genk,Oud-Heverlee Leuven,Belgium Jupiler League
1063,1064,2012/2013,17,2012-11-24,1224114,0,1,KAA Gent,SV Zulte-Waregem,Belgium Jupiler League
1064,1065,2012/2013,17,2012-11-24,1224115,1,4,Beerschot AC,RSC Anderlecht,Belgium Jupiler League
1065,1066,2012/2013,17,2012-11-24,1224116,3,1,KV Kortrijk,KSV Cercle Brugge,Belgium Jupiler League
1066,1067,2012/2013,17,2012-11-24,1224117,0,1,KV Mechelen,Waasland-Beveren,Belgium Jupiler League
1067,1068,2012/2013,17,2012-11-24,1224118,1,2,RAEC Mons,Sporting Lokeren,Belgium Jupiler League
1068,1069,2012/2013,18,2012-12-01,1224119,1,1,Club Brugge KV,KV Mechelen,Belgium Jupiler League
1069,1070,2012/2013,18,2012-12-01,1224120,2,1,RSC Anderlecht,KSV Cercle Brugge,Belgium Jupiler League
1070,1071,2012/2013,18,2012-12-01,1224121,2,0,Sporting Charleroi,KV Kortrijk,Belgium Jupiler League
1071,1072,2012/2013,18,2012-12-01,1224122,0,0,SV Zulte-Waregem,Beerschot AC,Belgium Jupiler League
1072,1073,2012/2013,18,2012-12-01,1224123,1,1,Oud-Heverlee Leuven,KAA Gent,Belgium Jupiler League
1073,1074,2012/2013,18,2012-12-02,1224124,3,4,Sporting Lokeren,KRC Genk,Belgium Jupiler League
1074,1075,2012/2013,18,2012-12-01,1224125,0,3,Lierse SK,RAEC Mons,Belgium Jupiler League
1075,1076,2012/2013,18,2012-12-02,1224126,0,2,Waasland-Beveren,Standard de Liège,Belgium Jupiler League
1076,1077,2012/2013,19,2012-12-07,1224127,6,1,Standard de Liège,Sporting Charleroi,Belgium Jupiler League
1077,1078,2012/2013,19,2012-12-09,1224128,4,1,KRC Genk,Lierse SK,Belgium Jupiler League
1078,1079,2012/2013,19,2012-12-08,1224129,0,2,KAA Gent,Waasland-Beveren,Belgium Jupiler League
1079,1080,2012/2013,19,2012-12-09,1224130,1,7,Beerschot AC,Club Brugge KV,Belgium Jupiler League
1080,1081,2012/2013,19,2012-12-08,1224131,1,2,KV Kortrijk,SV Zulte-Waregem,Belgium Jupiler League
1081,1082,2012/2013,19,2012-12-08,1224132,2,1,KV Mechelen,Sporting Lokeren,Belgium Jupiler League
1082,1083,2012/2013,19,2012-12-08,1224133,0,5,RAEC Mons,RSC Anderlecht,Belgium Jupiler League
1083,1084,2012/2013,19,2012-12-08,1224134,1,1,KSV Cercle Brugge,Oud-Heverlee Leuven,Belgium Jupiler League
1084,1085,2012/2013,2,2012-08-04,1223991,1,0,RSC Anderlecht,Beerschot AC,Belgium Jupiler League
1085,1086,2012/2013,2,2012-08-04,1223992,0,1,Sporting Charleroi,Club Brugge KV,Belgium Jupiler League
1086,1087,2012/2013,2,2012-08-05,1223993,3,1,SV Zulte-Waregem,KAA Gent,Belgium Jupiler League
1087,1088,2012/2013,2,2012-08-05,1223994,2,2,Oud-Heverlee Leuven,KRC Genk,Belgium Jupiler League
1088,1089,2012/2013,2,2012-08-04,1223995,2,2,Sporting Lokeren,RAEC Mons,Belgium Jupiler League
1089,1090,2012/2013,2,2012-08-03,1223996,0,0,Lierse SK,Standard de Liège,Belgium Jupiler League
1090,1091,2012/2013,2,2012-08-04,1223997,0,0,Waasland-Beveren,KV Mechelen,Belgium Jupiler League
1091,1092,2012/2013,2,2012-08-04,1223998,1,2,KSV Cercle Brugge,KV Kortrijk,Belgium Jupiler League
1092,1093,2012/2013,20,2012-12-15,1224135,2,0,Club Brugge KV,RAEC Mons,Belgium Jupiler League
1093,1094,2012/2013,20,2012-12-16,1224136,2,1,RSC Anderlecht,Oud-Heverlee Leuven,Belgium Jupiler League
1094,1095,2012/2013,20,2012-12-15,1224137,1,0,Sporting Charleroi,Beerschot AC,Belgium Jupiler League
1095,1096,2012/2013,20,2012-12-16,1224138,3,2,SV Zulte-Waregem,KRC Genk,Belgium Jupiler League
1096,1097,2012/2013,20,2012-12-15,1224139,2,2,Sporting Lokeren,KAA Gent,Belgium Jupiler League
1097,1098,2012/2013,20,2012-12-15,1224140,0,2,KV Mechelen,Standard de Liège,Belgium Jupiler League
1098,1099,2012/2013,20,2012-12-15,1224141,1,1,Lierse SK,KSV Cercle Brugge,Belgium Jupiler League
1099,1100,2012/2013,20,2012-12-15,1224142,1,0,Waasland-Beveren,KV Kortrijk,Belgium Jupiler League
1100,1101,2012/2013,21,2012-12-23,1224143,1,3,Standard de Liège,Club Brugge KV,Belgium Jupiler League
1101,1102,2012/2013,21,2012-12-23,1224144,2,4,KRC Genk,RSC Anderlecht,Belgium Jupiler League
1102,1103,2012/2013,21,2012-12-22,1224145,1,2,KAA Gent,Sporting Charleroi,Belgium Jupiler League
1103,1104,2012/2013,21,2012-12-22,1224146,0,2,Beerschot AC,KV Mechelen,Belgium Jupiler League
1104,1105,2012/2013,21,2012-12-22,1224147,2,2,Oud-Heverlee Leuven,Lierse SK,Belgium Jupiler League
1105,1106,2012/2013,21,2012-12-21,1224148,2,3,KV Kortrijk,Sporting Lokeren,Belgium Jupiler League
1106,1107,2012/2013,21,2012-12-22,1224149,1,1,RAEC Mons,SV Zulte-Waregem,Belgium Jupiler League
1107,1108,2012/2013,21,2012-12-22,1224150,2,2,KSV Cercle Brugge,Waasland-Beveren,Belgium Jupiler League
1108,1109,2012/2013,22,2012-12-26,1224151,0,0,Club Brugge KV,KV Kortrijk,Belgium Jupiler League
1109,1110,2012/2013,22,2012-12-27,1224152,4,1,RSC Anderlecht,Lierse SK,Belgium Jupiler League
1110,1111,2012/2013,22,2012-12-27,1224153,3,0,Standard de Liège,Beerschot AC,Belgium Jupiler League
1111,1112,2012/2013,22,2012-12-26,1224154,1,2,Sporting Charleroi,RAEC Mons,Belgium Jupiler League
1112,1113,2012/2013,22,2012-12-26,1224155,2,1,SV Zulte-Waregem,Oud-Heverlee Leuven,Belgium Jupiler League
1113,1114,2012/2013,22,2012-12-26,1224156,3,0,Sporting Lokeren,KSV Cercle Brugge,Belgium Jupiler League
1114,1115,2012/2013,22,2012-12-26,1224157,1,0,KV Mechelen,KAA Gent,Belgium Jupiler League
1115,1116,2012/2013,22,2012-12-26,1224158,1,1,Waasland-Beveren,KRC Genk,Belgium Jupiler League
1116,1117,2012/2013,23,2013-02-27,1224159,0,1,RSC Anderlecht,SV Zulte-Waregem,Belgium Jupiler League
1117,1118,2012/2013,23,2013-01-19,1224160,3,1,KRC Genk,Sporting Charleroi,Belgium Jupiler League
1118,1119,2012/2013,23,2013-01-19,1224161,0,0,KAA Gent,Standard de Liège,Belgium Jupiler League
1119,1120,2012/2013,23,2013-01-19,1224162,2,6,Oud-Heverlee Leuven,Sporting Lokeren,Belgium Jupiler League
1120,1121,2012/2013,23,2013-01-19,1224163,4,0,KV Kortrijk,Beerschot AC,Belgium Jupiler League
1121,1122,2012/2013,23,2013-01-19,1224164,0,0,Lierse SK,Waasland-Beveren,Belgium Jupiler League
1122,1123,2012/2013,23,2013-01-19,1224165,2,3,RAEC Mons,KV Mechelen,Belgium Jupiler League
1123,1124,2012/2013,23,2013-02-28,1224166,0,3,KSV Cercle Brugge,Club Brugge KV,Belgium Jupiler League
1124,1125,2012/2013,24,2013-01-27,1224167,0,0,Club Brugge KV,KAA Gent,Belgium Jupiler League
1125,1126,2012/2013,24,2013-01-25,1224168,2,0,Standard de Liège,KV Kortrijk,Belgium Jupiler League
1126,1127,2012/2013,24,2013-01-26,1224169,0,0,Beerschot AC,RAEC Mons,Belgium Jupiler League
1127,1128,2012/2013,24,2013-02-20,1224170,2,1,Sporting Charleroi,KSV Cercle Brugge,Belgium Jupiler League
1128,1129,2012/2013,24,2013-01-26,1224171,2,0,SV Zulte-Waregem,Lierse SK,Belgium Jupiler League
1129,1130,2012/2013,24,2013-01-26,1224172,0,2,Sporting Lokeren,RSC Anderlecht,Belgium Jupiler League
1130,1131,2012/2013,24,2013-01-26,1224173,2,1,KV Mechelen,KRC Genk,Belgium Jupiler League
1131,1132,2012/2013,24,2013-01-26,1224174,2,0,Waasland-Beveren,Oud-Heverlee Leuven,Belgium Jupiler League
1132,1133,2012/2013,25,2013-02-03,1224175,2,2,RSC Anderlecht,Standard de Liège,Belgium Jupiler League
1133,1134,2012/2013,25,2013-02-03,1224176,4,1,KRC Genk,Club Brugge KV,Belgium Jupiler League
1134,1135,2012/2013,25,2013-02-02,1224177,2,1,KAA Gent,Beerschot AC,Belgium Jupiler League
1135,1136,2012/2013,25,2013-02-02,1224178,1,0,Oud-Heverlee Leuven,Sporting Charleroi,Belgium Jupiler League
1136,1137,2012/2013,25,2013-02-02,1224179,2,1,KV Kortrijk,KV Mechelen,Belgium Jupiler League
1137,1138,2012/2013,25,2013-02-02,1224180,1,1,Lierse SK,Sporting Lokeren,Belgium Jupiler League
1138,1139,2012/2013,25,2013-02-02,1224181,3,0,RAEC Mons,Waasland-Beveren,Belgium Jupiler League
1139,1140,2012/2013,25,2013-02-02,1224182,1,2,KSV Cercle Brugge,SV Zulte-Waregem,Belgium Jupiler League
1140,1141,2012/2013,26,2013-02-09,1224183,3,1,Club Brugge KV,Oud-Heverlee Leuven,Belgium Jupiler League
1141,1142,2012/2013,26,2013-02-10,1224184,0,1,Standard de Liège,RAEC Mons,Belgium Jupiler League
1142,1143,2012/2013,26,2013-02-09,1224185,0,2,Beerschot AC,KRC Genk,Belgium Jupiler League
1143,1144,2012/2013,26,2013-02-09,1224186,1,0,Sporting Charleroi,Lierse SK,Belgium Jupiler League
1144,1145,2012/2013,26,2013-02-09,1224187,1,1,Sporting Lokeren,SV Zulte-Waregem,Belgium Jupiler League
1145,1146,2012/2013,26,2013-02-09,1224188,1,0,KV Kortrijk,KAA Gent,Belgium Jupiler League
1146,1147,2012/2013,26,2013-02-09,1224189,2,0,KV Mechelen,KSV Cercle Brugge,Belgium Jupiler League
1147,1148,2012/2013,26,2013-02-10,1224190,1,2,Waasland-Beveren,RSC Anderlecht,Belgium Jupiler League
1148,1149,2012/2013,27,2013-02-15,1224191,2,0,RSC Anderlecht,Sporting Charleroi,Belgium Jupiler League
1149,1150,2012/2013,27,2013-02-17,1224192,2,0,KRC Genk,KV Kortrijk,Belgium Jupiler League
1150,1151,2012/2013,27,2013-02-16,1224193,2,0,SV Zulte-Waregem,Waasland-Beveren,Belgium Jupiler League
1151,1152,2012/2013,27,2013-02-16,1224194,1,1,Oud-Heverlee Leuven,Beerschot AC,Belgium Jupiler League
1152,1153,2012/2013,27,2013-02-17,1224195,1,1,Sporting Lokeren,Club Brugge KV,Belgium Jupiler League
1153,1154,2012/2013,27,2013-02-16,1224196,0,2,Lierse SK,KV Mechelen,Belgium Jupiler League
1154,1155,2012/2013,27,2013-02-16,1224197,0,2,RAEC Mons,KAA Gent,Belgium Jupiler League
1155,1156,2012/2013,27,2013-02-16,1224198,0,1,KSV Cercle Brugge,Standard de Liège,Belgium Jupiler League
